ATK Tahtitieteessa kurssin harjoitustyo:
Kirkkaimpien tahtien koordinaatit ja naennainen magnitudi
      RA (deg)     DEC (deg)     VMAG 
    198.883331     40.855278     5.790
    199.106247     -1.390556     6.680
    199.221252    -31.506111     5.100
    199.059586     19.051666     6.450
    199.307922    -43.979446     5.840
    198.105835     80.471390     6.250
    199.134583     19.785276     6.450
    199.193756      9.424167     5.220
    199.828751    -72.035553     6.040
    199.315002     13.675556     5.330
    199.374588     -0.676667     6.370
    199.401245      5.469722     4.800
    199.644165    -51.286110     6.190
    199.385422     40.572498     4.730
    199.119171     68.408058     6.200
    199.601257    -18.311388     4.740
    199.730423    -23.171665     3.000
    199.712921      3.687778     6.620
    199.615829     34.098053     5.820
    199.560410     49.681946     5.150
    200.145416    -59.773335     6.180
    199.767502     35.128056     6.020
    200.157501    -52.748055     5.480
    200.201248    -55.800556     6.020
    200.149170    -36.712223     2.750
    200.240417    -46.880554     5.770
    200.719162    -72.146667     6.050
    200.173340      2.941667     6.260
    200.079163     40.150558     5.600
    200.374588    -19.488890     6.210
    200.648743    -60.972221     6.180
    200.657913    -60.988335     4.530
    200.567505    -52.183056     5.830
    200.423340      2.087222     5.690
    200.719589    -47.943058     6.160
    200.760834    -48.562778     6.380
    200.540421      5.154722     5.870
    201.002090    -64.535835     4.530
    201.279587    -74.887779     5.050
    200.786255    -33.190002     6.220
    200.754578    -17.735277     5.370
    200.515839     43.903057     6.350
    200.967911    -49.823055     6.480
    200.828751     -4.924444     5.890
    201.307922    -64.485275     5.310
    201.458755    -70.627502     5.670
    201.138336     -5.163889     5.750
    201.826248    -74.691948     6.630
    200.975006     37.033890     6.070
    201.127090     12.431945     6.440
    200.981247     54.925278     2.270
    200.985001     54.921669     3.950
    201.298340    -11.161388     0.980
    201.277924     23.854445     5.780
    201.532501    -39.755280     5.090
    201.547501     -1.192500     5.970
    201.733749    -41.498055     5.690
    201.776245    -49.143890     6.310
    201.306244     54.988056     4.010
    201.836670    -49.380833     6.280
    201.679993    -12.707778     5.250
    201.811249    -40.163055     6.400
    202.193329    -69.628059     6.200
    201.569168     46.028057     5.880
    201.863327    -15.973611     4.760
    202.281662    -64.675827     6.110
    201.499588     63.261112     6.500
    202.354996    -51.165279     5.060
    202.107498     13.778889     4.980
    201.533752     72.391388     5.790
    201.769165     64.735550     6.660
    201.794586     64.719444     7.040
    201.997910     52.745834     6.340
    202.109161     40.729721     6.470
    202.312088     -1.364444     6.430
    202.048752     50.587219     6.800
    202.428329    -23.281389     4.970
    202.304169     10.818334     5.650
    203.311661    -77.568329     6.480
    202.190414     50.718334     6.430
    205.231247    -85.786110     5.580
    202.112915     59.945835     5.400
    202.500412      7.178889     6.170
    202.490005      6.013333     6.510
    202.607086     -6.470278     6.090
    202.761246    -39.407501     3.880
    202.888748    -28.112778     6.470
    201.736252     78.643890     5.770
    203.022079    -38.399170     6.160
    203.398743    -65.632500     6.370
    203.011673    -18.728889     6.010
    202.991257     -6.255833     4.690
    202.815826     42.106110     6.080
    203.149582    -28.692778     5.690
    203.143753    -29.565277     6.450
    203.215424    -15.363056     5.550
    203.242081    -10.165000     5.210
    203.252914     -7.195000     6.680
    203.200424     24.346390     6.110
    203.620422    -48.272221     6.330
    203.681671    -33.310833     6.440
    203.532913      3.658889     4.940
    203.668747    -13.214444     5.910
    203.673340     -0.595833     3.370
    203.590836     38.789165     6.370
    203.530411     55.348610     5.600
    203.699173     37.182503     4.980
    203.880417     -5.396111     5.730
    203.613754     49.016109     4.700
    204.300827    -61.691944     5.630
    203.888748     10.204722     6.490
    204.799576    -75.683891     6.340
    203.808746     44.196945     6.840
    204.210419    -34.467777     6.500
    204.274994    -44.143333     5.980
    204.690414    -70.445000     6.100
    204.201660    -26.495001     5.780
    204.348755    -46.428333     5.900
    204.531662    -58.415001     6.420
    204.246246     24.613335     5.740
    204.704590    -57.623055     6.010
    205.002502    -70.788330     6.590
    204.165833     49.486668     6.490
    204.365005     36.294998     4.820
    204.675003    -29.560833     5.830
    204.532913     14.301667     6.520
    205.045410    -64.576942     5.790
    203.678329     76.546669     6.570
    204.971664    -53.466389     2.300
    204.429169     50.714722     6.480
    204.998749    -49.950279     6.000
    204.919998    -39.748055     6.270
    204.952499    -40.051945     5.600
    204.759583     18.265278     6.480
    204.894165     10.746111     5.570
    204.295837     71.242218     5.500
    205.504578    -58.787220     5.380
    205.436249    -54.559998     5.010
    204.876663     52.921391     5.460
    205.065002     31.011944     6.210
    205.168747     19.955557     5.750
    205.162918     28.065277     6.230
    205.378754    -23.449720     6.590
    205.440414    -33.596943     6.050
    205.096664     50.519444     6.320
    205.259583     22.495834     5.620
    205.403336     -8.703055     5.010
    205.733749    -56.768055     6.000
    205.727493    -50.790554     6.410
    205.088745     57.207500     6.290
    205.184586     54.681667     4.660
    205.729172    -41.401112     5.980
    205.552917      8.388333     6.160
    205.916672    -42.067497     5.980
    206.066254    -51.013054     6.470
    205.765411      3.538055     5.360
    205.619995     41.674168     6.300
    205.680832     34.988888     5.980
    205.374588     64.822502     5.850
    205.976257     -5.498888     6.510
    205.938339     22.700279     6.130
    206.124161    -16.179167     5.600
    206.190414    -25.500834     6.210
    206.403748    -26.116112     5.810
    206.421661    -33.043888     4.230
    205.977921     52.064445     6.020
    206.396255    -15.767500     6.190
    206.794586    -62.590000     6.510
    206.663757    -51.432777     4.650
    206.484589    -12.426667     5.510
    206.735001    -36.251945     5.150
    206.865005    -50.249443     5.910
    206.910004    -50.321110     5.450
    206.304993     55.879444     6.500
    206.806244     -9.709167     6.050
    206.556244     41.088612     5.870
    206.579163     38.503887     5.940
    206.855835    -17.860001     5.430
    206.680420     25.702223     5.950
    206.737915      6.350555     6.330
    205.663757     78.064445     5.910
    206.815414     17.456667     4.500
    206.749161     38.542778     5.500
    206.648743     54.432777     5.700
    208.911255    -82.666115     5.950
    207.229584    -35.703888     6.530
    207.376251    -41.687778     3.410
    206.884995     49.313332     1.860
    207.361252    -34.450832     4.190
    207.404160    -42.473888     3.040
    207.947495    -69.401390     5.750
    207.161255     31.190277     5.620
    207.467911    -18.134167     4.970
    207.527084    -29.081390     6.180
    207.580826    -39.901112     6.440
    207.238327     39.542778     7.400
    207.369171     15.797778     4.070
    207.428329     21.264166     4.910
    207.643753    -19.897223     6.530
    205.596252     82.752502     5.980
    207.437500     36.632774     6.380
    207.602921      5.497222     6.010
    207.946671    -46.899170     5.770
    208.020004    -52.811665     5.250
    207.902496    -36.433334     6.350
    207.835007    -24.390833     6.450
    207.956665    -32.994446     4.560
    207.958755    -32.994724     6.060
    208.003754    -31.619444     6.120
    207.439590     61.489166     5.960
    207.768753     34.772499     6.650
    207.788330     34.664448     5.870
    207.615417     58.539444     6.460
    208.429581    -53.373608     5.890
    208.703751    -67.652504     5.710
    207.947922     34.444168     4.740
    208.076660     12.165277     6.040
    208.302078    -31.927776     4.730
    208.386673    -35.664169     5.540
    208.487076    -47.128056     6.100
    208.467499    -35.314445     6.190
    208.303757     17.932777     5.700
    207.857910     64.723335     4.650
    207.746674     68.315277     6.400
    208.569168    -28.569723     6.040
    208.292923     28.648056     5.900
    208.800827    -52.161114     5.710
    208.884995    -47.288334     2.550
    208.675415     -1.503056     5.150
    208.742493     -8.058889     6.190
    209.082504    -54.131943     6.140
    208.671249     18.397778     2.680
    209.137497    -54.704445     6.000
    208.935410    -31.285000     6.510
    208.462494     53.728611     5.700
    209.081253    -46.592499     5.830
    210.136673    -78.590004     6.090
    209.412079    -63.686668     4.710
    209.630005    -65.800560     6.200
    208.958328     14.056389     6.160
    209.116257      1.050555     5.910
    209.043747     32.032501     6.320
    209.365417    -23.022778     6.140
    209.142502     27.491945     5.010
    209.567917    -42.100830     3.830
    209.669998    -44.803612     3.870
    209.629578    -24.972223     5.150
    209.822083    -50.369999     5.910
    210.072083    -61.481388     6.490
    210.217499    -66.268616     5.970
    209.666245     14.649445     6.000
    209.662079     21.696110     5.760
    209.383743     61.492779     6.370
    210.000412    -25.010279     5.770
    209.955414     -3.549722     6.400
    210.329163    -40.222221     6.130
    210.430832    -45.603611     4.340
    211.332504    -76.796669     5.500
    210.335007      8.894722     5.990
    210.293747     27.386667     6.230
    210.411667      1.544444     4.260
    210.595001    -27.430000     5.480
    210.859161    -56.213612     5.920
    210.955826    -60.373055     0.610
    210.757080    -31.683887     6.180
    210.864578    -41.423336     6.110
    210.632507      9.686389     6.200
    210.550827     45.753613     6.270
    210.971252    -22.421665     6.300
    210.884583     10.786667     6.300
    210.903336      7.546389     6.260
    210.982498      4.900834     6.240
    211.060837     -5.381389     6.390
    211.112503    -14.971666     6.280
    211.443756    -54.669445     6.170
    212.112915    -74.850273     6.020
    210.748749     50.971947     6.150
    211.604584    -59.715557     6.420
    210.460831     68.678612     6.340
    211.156250      2.297500     6.280
    211.308334    -16.335835     6.560
    211.511673    -41.179722     4.360
    211.545410    -43.091942     6.200
    211.592911    -26.682499     3.270
    211.670837    -36.369999     2.060
    212.059586    -63.208057     6.400
    211.678329     -9.313334     5.460
    211.097076     64.375832     3.650
    212.234589    -59.276665     6.340
    212.628754    -70.305557     6.050
    212.216248    -43.471111     6.170
    212.757919    -69.719719     6.060
    212.395828    -51.504723     6.000
    212.478333    -53.439167     4.750
    212.252502    -10.334444     6.470
    211.982498     43.854443     5.270
    212.072083     49.458057     5.250
    212.710419    -16.301943     4.910
    212.191666     59.337776     6.460
    214.557495    -81.007774     4.910
    212.599579     25.091667     4.830
    211.735001     74.593613     6.450
    214.228745    -77.663887     6.470
    212.880005      1.362222     6.430
    213.318329    -53.665836     5.560
    213.102081    -24.364166     6.340
    212.812912     32.295555     6.110
    213.416245    -54.625832     6.110
    213.191666    -27.261110     5.080
    213.065826      2.409445     5.010
    213.304993    -26.612223     6.240
    213.224167    -10.273611     4.190
    213.737503    -57.085831     5.070
    213.419998     -0.845556     5.910
    213.677505    -41.837498     5.610
    213.838333    -53.509724     6.390
    214.160828    -66.587784     5.750
    212.212082     77.547501     4.820
    213.588745     -5.947500     6.360
    213.521667     12.959444     5.540
    213.755417    -29.281944     6.080
    213.911667    -45.000832     6.310
    214.142502    -59.913891     6.390
    216.097076    -82.848610     6.420
    213.365417     51.787777     6.690
    213.370834     51.790276     4.540
    213.711670     10.100556     5.290
    213.720840      3.336111     6.450
    213.850418    -18.200834     5.430
    213.670837     21.873333     6.390
    213.016663     69.432495     5.240
    213.597916     41.518890     6.240
    215.594589    -80.108887     5.060
    214.076248    -33.241390     6.550
    214.003754     -6.000556     4.080
    216.728745    -83.667778     4.320
    213.915421     19.182499    -0.040
    214.089584     -6.621944     6.440
    214.125412     -3.196389     6.150
    214.017502     18.911943     5.980
    214.265839    -18.585278     6.220
    213.820419     52.535831     6.580
    214.136673     20.121389     6.250
    214.100830     39.744724     6.380
    214.599167    -33.220554     6.540
    214.964584    -61.273056     5.230
    214.041245     51.367222     4.750
    214.095840     46.088333     4.180
    214.368332     15.263333     5.800
    214.502502     -7.542500     6.470
    214.850830    -46.057777     3.550
    214.659576    -18.716112     5.900
    214.753326    -25.815556     5.870
    214.849579    -37.003613     5.940
    215.081253    -56.386669     4.330
    214.777496    -13.371111     4.520
    214.337921     51.307220     6.200
    214.499161     35.509445     4.810
    215.040421    -43.058887     5.560
    214.455002     48.001667     6.320
    215.177078    -45.187222     4.770
    214.817917     13.004167     5.410
    214.885422     -2.265556     5.140
    215.139160    -37.885281     4.050
    214.920410      0.384167     6.190
    214.732086     38.767498     6.860
    214.938339     16.306944     4.860
    215.654160    -58.459446     4.920
    214.732498     54.864166     6.530
    214.948746     38.793888     6.330
    215.036255     30.429167     6.440
    215.661255    -48.320278     6.090
    215.582077    -34.786945     5.560
    215.834579    -50.772221     6.020
    215.759171    -39.512222     4.420
    216.276245    -68.195282     5.610
    215.951660    -53.176666     6.000
    215.774170    -27.753889     4.770
    216.414581    -66.173332     6.360
    215.856674    -11.714167     6.210
    215.813751      1.241667     6.270
    215.844162      8.445000     6.860
    215.844589      8.446667     5.120
    215.778336     25.338057     6.220
    216.003754      8.243611     5.950
    217.403336    -76.729164     6.070
    216.202499    -24.806389     5.320
    216.779587    -65.821663     5.850
    216.047089      5.820000     5.100
    216.170410    -11.669723     6.490
    216.076248      8.085000     6.190
    216.534164    -45.221390     4.560
    216.544998    -45.379444     4.350
    216.374161    -19.969723     6.610
    216.555832    -42.319164     6.320
    216.448746    -26.852501     6.480
    216.707916    -39.873886     6.350
    216.800827    -46.134445     5.830
    216.371674     38.393059     6.270
    217.181244    -59.197781     6.450
    216.299164     51.850830     4.050
    216.614166     19.226946     5.390
    216.851669     -6.120278     6.170
    217.043335    -29.491667     4.970
    217.818756    -67.717224     5.830
    217.050415     -2.228055     4.810
    217.173752     -6.900556     5.420
    216.863754     41.025002     6.630
    217.535828    -45.321667     5.500
    217.587082    -49.519165     5.370
    217.131256     28.289165     7.620
    217.138748     28.290833     7.120
    217.068329     36.196945     6.100
    217.735413    -40.844997     6.390
    217.460419      0.828889     5.940
    217.794998    -38.869720     5.970
    217.157501     49.844723     5.590
    218.137085    -56.887779     6.930
    217.457077     31.791111     6.060
    217.403336     41.795834     6.350
    217.689163      4.772222     6.020
    218.153748    -50.456944     4.420
    218.384995    -54.998333     5.870
    218.374588    -52.680000     5.870
    218.289993    -30.714167     6.090
    217.957504     30.371389     3.580
    216.881256     75.696114     4.250
    218.533340    -42.099720     6.600
    218.821671    -60.015835     6.400
    218.084167     26.677221     6.010
    218.135422     22.260000     5.920
    218.019577     38.308334     3.030
    217.692078     63.185558     6.090
    217.928329     60.225555     6.270
    218.711243    -20.439165     6.500
    218.881256    -41.517223     5.870
    218.876663    -42.157780     2.310
    218.334579     36.959446     6.430
    218.128754     55.397781     5.760
    219.442917    -67.932220     6.040
    219.079163    -46.245277     5.550
    218.548752     32.534443     6.330
    219.100830    -39.597221     6.130
    218.669998     29.745001     4.460
    218.660416     36.625832     6.030
    219.184174    -40.211666     5.740
    219.333755    -46.133892     5.410
    218.566254     57.065277     6.480
    218.664993     49.368332     5.740
    219.471664    -49.425835     4.050
    219.028748     23.250278     6.380
    219.249161    -12.305278     6.200
    219.581665    -38.794167     6.020
    219.795837    -46.584164     6.070
    219.852921    -49.055553     6.390
    219.899582    -60.835278    -0.010
    219.900421    -60.835556     1.330
    220.136673    -56.440834     6.300
    219.558334     18.298332     5.910
    220.626663    -64.975281     3.190
    219.552078     43.641945     5.700
    220.482086    -58.616108     6.220
    220.255829    -36.135002     5.670
    219.563339     54.023335     5.850
    219.709167     44.404446     5.390
    220.482498    -47.388336     2.300
    221.964996    -79.044724     3.830
    220.490005    -37.793610     4.000
    220.091248     21.975555     6.100
    220.176666     13.534167     5.910
    220.462921    -30.933332     6.370
    220.181671     16.418333     4.940
    220.182922     16.417778     5.880
    220.287079     13.728333     4.830
    220.287079     13.728333     4.430
    218.409576     79.660278     6.260
    220.411667      8.161666     4.860
    220.431244     11.660555     5.560
    221.322083    -62.875832     5.360
    220.475830     21.123611     6.380
    220.806671    -24.997499     5.730
    220.914169    -35.173611     4.050
    221.231247    -58.477779     6.110
    220.764999     -5.658333     3.880
    221.295410    -55.601944     6.100
    221.246674    -35.191944     4.920
    220.855835     26.527777     4.810
    232.079590    -88.133057     6.480
    220.513336     61.261944     6.250
    220.934998     40.459167     5.730
    221.621246    -47.441113     5.740
    221.755417    -52.383614     5.210
    221.298752     -1.417778     6.070
    221.500412    -25.443054     4.940
    221.801254    -52.205555     6.070
    221.528336    -23.153055     5.810
    222.184998    -66.593895     5.910
    221.375839      0.717222     5.690
    221.310410     16.964445     4.600
    221.490829    -15.459722     6.330
    221.545410    -21.176111     6.400
    221.246674     27.075001     5.120
    221.246674     27.074167     2.700
    221.336243     18.884722     6.130
    221.771255    -38.290833     5.940
    221.883743    -43.557499     6.300
    221.307083     32.788334     6.280
    221.562088      1.892778     3.720
    221.524994     15.131945     5.630
    221.807083    -21.324722     6.060
    221.843750    -25.624445     5.630
    222.278748    -56.667778     6.230
    221.936661    -26.087502     5.240
    221.989578    -26.646389     5.770
    221.978745    -12.839722     6.350
    222.158752    -36.634724     6.040
    223.307083    -73.190002     5.600
    222.327911    -24.251667     5.680
    222.225418     -0.847778     6.140
    222.329590    -14.148889     5.310
    222.097076     24.366667     6.140
    225.461670    -83.227776     5.650
    222.572083    -27.960279     4.410
    223.145828    -63.809998     5.870
    222.910004    -43.575554     4.320
    222.277924     37.811111     6.160
    222.671661    -15.997223     5.150
    222.719589    -16.041666     2.750
    222.493332     28.615833     5.800
    222.327911     46.116108     5.740
    222.565826     23.911943     5.850
    222.754166     -2.299167     4.940
    222.750412     -0.257222     6.180
    222.384583     51.374722     6.510
    222.422089     48.720554     5.690
    223.676666    -65.991386     6.090
    224.470413    -76.662781     5.340
    222.623337     37.271946     5.480
    223.137924    -30.576946     6.290
    223.212921    -37.803333     5.030
    222.847076     19.101112     4.550
    226.194580    -83.038330     5.650
    223.894165    -60.114166     5.200
    225.049164    -77.160278     5.930
    223.583755    -24.642221     5.300
    223.658340    -33.300556     5.820
    223.347076     15.704444     6.400
    224.183334    -62.780834     5.110
    222.860001     59.293888     5.460
    223.348755     19.152777     6.010
    223.595413    -11.898334     5.800
    224.983337    -75.032501     6.200
    224.072083    -52.809723     5.380
    227.784576    -84.787498     5.910
    223.936249    -33.855831     5.320
    224.133331    -47.879166     5.640
    224.255829    -51.446945     6.640
    224.149170    -39.416111     6.360
    224.128754    -32.636669     6.060
    222.676254     74.155556     2.080
    224.192078    -11.409721     5.460
    224.306671    -29.157778     6.290
    224.536667    -48.863052     6.350
    224.054993     14.446389     5.770
    224.366669    -21.415556     5.740
    223.994583     32.300278     6.120
    224.295837     -4.346389     4.490
    224.632919    -43.133892     2.680
    224.653336    -39.906670     6.150
    224.388748     -0.167500     5.530
    224.264999     21.555277     6.490
    224.298752     16.388332     5.710
    224.790421    -42.104164     3.130
    224.663330    -27.657223     5.650
    224.555832    -11.155000     6.600
    224.807922    -37.881386     6.470
    224.862915    -43.160000     6.100
    224.095840     49.628609     5.630
    224.723328    -11.144167     5.870
    224.720001     -4.989167     6.090
    224.846252      4.567778     5.930
    225.304169    -38.058334     5.890
    225.243332     -8.518888     4.920
    225.492081    -34.358887     6.220
    224.903748     39.265278     5.640
    224.395828     65.932495     4.600
    225.332504     -2.755000     5.520
    225.526672    -28.060555     5.850
    225.218338     22.045555     6.380
    226.200836    -64.031670     5.170
    225.453751     -0.140556     5.710
    225.747086    -32.643333     5.440
    222.585007     82.511948     5.640
    225.161255     47.277779     6.370
    226.786255    -71.905281     6.520
    225.687088     -3.031389     6.610
    225.527084     25.008055     4.810
    225.725006      2.091389     4.400
    225.486664     40.390556     3.500
    226.017502    -25.281944     3.290
    226.178757    -40.861389     6.410
    226.279999    -47.051109     4.720
    226.279999    -47.051109     4.820
    226.329590    -41.067223     5.150
    225.362915     60.204445     5.930
    225.775421     35.205833     5.510
    226.026672      5.492500     6.500
    226.986664    -65.275558     6.170
    225.777496     44.644447     6.650
    225.902084     34.566109     6.590
    226.448746    -25.789722     6.670
    226.557922    -36.264168     6.270
    226.111252     26.947498     4.540
    226.857910    -49.088333     5.770
    225.947495     47.654446     4.760
    226.638748    -30.918888     5.960
    226.612915    -22.031944     6.170
    227.374588    -67.084167     5.760
    226.656662    -16.256945     5.200
    227.356247    -63.642780     6.280
    227.050415    -40.583889     5.790
    227.162918    -42.867775     5.850
    227.210831    -45.279720     4.050
    226.357498     48.151112     5.570
    228.140839    -72.770279     6.010
    225.990829     65.919716     6.130
    226.646255     36.455555     6.350
    226.917923      5.498055     6.160
    227.685837    -61.422501     6.300
    226.835007     18.441666     6.020
    226.825424     24.869167     4.930
    226.569580     54.556389     5.250
    227.531250    -38.792500     5.980
    227.816666    -55.346111     5.540
    227.099167     26.301111     5.670
    227.222504     13.235001     6.100
    227.147919     25.108612     5.810
    227.577499    -26.332779     5.760
    227.895416    -45.277500     6.440
    227.882919    -45.279446     7.390
    228.579590    -70.079445     5.810
    228.254166    -61.743889     6.320
    227.983749    -48.737778     3.870
    227.990005    -48.743610     5.690
    227.081253     50.055000     6.390
    228.071243    -52.099167     3.410
    228.130417    -48.218613     6.330
    228.206253    -44.500557     4.820
    228.055420    -19.791666     4.540
    228.280838    -36.091389     6.100
    228.017914     18.975834     5.890
    228.322922    -24.008333     6.470
    228.330002    -19.647499     6.080
    228.369583    -25.309166     6.450
    228.472076    -26.193611     5.840
    228.181244     19.285833     6.680
    228.655411    -31.519167     4.910
    229.151672    -60.903889     5.730
    228.640411    -17.768610     6.170
    228.974167    -48.074165     5.950
    229.236252    -60.957500     5.090
    228.382919     22.983334     6.300
    229.412079    -63.610554     4.860
    229.016663    -41.491112     5.160
    229.043747    -43.484722     6.040
    228.711243     -5.502778     6.280
    229.378326    -58.801109     4.070
    229.727493    -68.679443     2.890
    227.683746     67.781395     6.170
    228.398331     38.264721     6.200
    228.525421     31.788055     5.990
    228.797501      4.939445     5.330
    228.621674     29.164165     5.260
    228.542923     42.171391     6.130
    229.095840    -22.399445     5.500
    228.954590      0.372222     5.630
    229.703751    -60.496387     5.460
    228.875839     33.314720     3.470
    229.539169    -41.060833     6.280
    229.633331    -47.875000     4.270
    230.169586    -67.481392     6.280
    229.251663     -9.383056     2.610
    229.457916    -30.148890     4.340
    229.735001    -40.788334     5.590
    229.672089    -31.209446     6.180
    229.881668    -37.096664     6.200
    229.609161     -0.461389     5.890
    228.659576     67.346672     5.130
    229.602081     20.572779     5.700
    228.716248     68.945282     6.510
    229.828339      1.765278     5.060
    230.342911    -40.647503     3.220
    230.397079    -40.749722     6.200
    230.375412    -38.219166     6.480
    230.534576    -47.927780     5.000
    230.450836    -48.317776     5.650
    230.793335    -60.656944     5.670
    230.223755    -18.158611     6.170
    229.875839     32.515278     6.320
    230.255829    -15.548334     6.300
    230.844589    -59.320831     4.510
    230.451660    -36.261391     3.560
    230.196243     -2.413333     6.350
    230.281662     -5.824722     5.540
    230.670410    -44.689445     3.370
    230.035416     29.616112     5.510
    230.258331      0.715278     5.350
    230.278748     24.957779     6.390
    230.789169    -36.858608     4.540
    231.561249    -68.309166     5.890
    229.274582     71.823891     5.020
    230.021667     51.958611     5.660
    230.173340     44.434166     6.190
    230.596664     12.567500     6.280
    230.452499     32.933891     5.370
    231.187088    -39.710278     5.370
    230.967499    -12.369445     5.720
    230.932083     -1.022500     6.120
    231.277496    -38.169445     7.030
    231.049576    -10.322222     4.940
    231.334167    -38.733612     4.600
    231.887924    -64.531395     5.710
    230.655838     39.581387     5.500
    230.801254     30.287777     5.580
    230.801254     30.287777     6.080
    235.820007    -84.465271     5.570
    232.878326    -73.389442     5.490
    230.655411     62.047222     5.980
    231.021255     45.271111     6.010
    231.122498     37.377220     4.310
    231.128754     37.347778     6.500
    230.182083     71.833893     3.050
    231.825836    -36.767776     5.450
    230.660004     63.341389     5.790
    232.113327    -51.597500     6.100
    231.447495     15.428056     5.170
    231.472076     19.480833     6.270
    231.572495     34.335831     5.460
    232.351257    -46.732777     5.240
    232.064163    -16.716389     5.640
    231.232498     58.966110     3.290
    231.912079     25.101667     6.020
    232.159164      1.842222     5.170
    231.957077     29.105833     3.680
    231.635422     54.020000     6.450
    232.651245    -20.728334     6.220
    232.668335    -16.609446     5.820
    233.018326    -38.623055     6.250
    232.185410     47.201389     6.150
    232.959579    -32.881111     6.460
    231.919998     62.275555     6.500
    231.964172     60.670280     5.900
    232.930832    -20.164722     6.220
    234.826248    -77.918053     6.180
    232.730835      8.579166     6.570
    232.236664     55.195000     6.430
    232.594589     31.286110     6.460
    232.616257     36.804165     6.370
    233.152924    -19.670555     5.520
    232.732498     40.833054     5.020
    233.229996    -16.852777     5.500
    233.287918    -24.489445     7.000
    234.072495    -65.613335     6.510
    233.506668    -40.066109     5.820
    232.338333     62.099720     6.380
    232.843338     36.616386     6.380
    233.040421     16.056110     6.220
    234.179993    -66.316940     4.110
    233.241257     -1.186389     5.510
    233.587082    -39.349442     6.360
    232.945831     40.899445     5.020
    233.655411    -28.046944     5.150
    233.785416    -41.166946     2.780
    233.544586    -10.064445     4.620
    233.232498     31.359167     4.140
    233.586670     -5.695000     6.510
    233.610840     -9.183333     5.170
    233.971664    -44.958611     4.540
    235.088333    -73.446671     5.650
    233.470001     17.137777     6.450
    234.050415    -44.396946     5.430
    232.732086     64.208611     5.790
    235.477493    -76.081940     5.950
    233.881668    -14.789445     3.910
    233.700424     10.537500     3.800
    233.700424     10.539167     3.800
    234.047501    -33.092777     6.240
    233.769165      1.668889     6.560
    235.047913    -70.227776     6.440
    233.672089     26.714724     2.230
    234.256256    -28.135000     3.580
    233.888336     17.655556     6.120
    233.972504     11.265555     6.070
    234.513336    -42.567497     4.330
    234.706253    -52.372776     5.440
    234.140411     -0.561667     6.510
    233.812500     39.009998     5.110
    234.368744    -26.280001     6.190
    234.123337     10.010000     5.260
    234.985413    -59.908337     5.950
    234.122086     16.118889     5.930
    234.636246    -39.160835     6.570
    234.450424    -23.141666     5.780
    234.676254    -39.128056     6.040
    233.955414     38.373886     6.420
    234.565414    -28.206667     6.320
    234.567917    -21.016111     5.840
    233.817917     53.921947     5.970
    234.664169    -29.777777     3.660
    234.222504     29.991112     6.520
    234.727081    -19.301943     5.380
    234.666672     -8.794445     6.500
    234.667084     -8.791112     6.480
    234.017090     52.069721     6.740
    233.987915     54.630554     5.740
    234.838745    -23.150278     6.340
    234.941666    -34.411945     4.670
    235.242920    -47.735558     6.230
    235.064163    -31.213612     6.340
    234.456665     40.353333     5.240
    235.070419    -23.818056     4.960
    235.297089    -44.661114     4.640
    232.853745     77.349449     4.960
    234.703751     34.675003     6.110
    234.383331     54.508888     5.870
    232.295837     80.448608     6.580
    234.567505     46.797779     5.750
    235.043335     12.053056     6.250
    235.654999    -49.489445     6.040
    234.842499     36.636669     6.000
    234.844589     36.635834     5.070
    234.642914     50.423336     5.840
    235.979584    -60.287220     6.480
    235.659576    -37.425003     5.240
    235.486664    -19.678888     4.740
    235.670837    -34.710556     4.750
    235.246674     16.024721     6.010
    234.789581     57.924446     6.450
    235.387924     19.670277     4.520
    235.447495     12.847500     5.330
    234.412918     69.283333     5.620
    235.477921     18.463890     5.810
    236.094162    -41.819443     5.940
    235.853745    -15.043334     6.310
    236.018326    -15.672778     5.410
    235.685837     26.295555     3.840
    235.794174     13.667778     6.480
    236.973328    -65.442497     6.180
    236.973755    -65.442497     6.390
    236.007507      2.515000     5.880
    236.067078      6.425555     2.650
    235.997086     32.515835     5.560
    236.553329    -28.061666     6.510
    235.711243     52.360832     5.510
    236.175415     17.264166     6.140
    236.347916      5.446945     5.580
    236.684174    -34.682503     5.610
    236.415421      0.891389     6.330
    236.855835    -40.194168     6.420
    236.523331     -1.804444     5.400
    236.870834    -37.916389     6.010
    237.209579    -52.438057     6.070
    236.689163     -6.120278     6.240
    236.547089     15.421945     3.670
    236.610840      7.353055     4.430
    237.528748    -53.209446     5.770
    236.822083     14.115278     5.710
    237.489578    -48.911945     5.840
    237.567917    -45.401669     6.120
    237.778336    -55.055832     5.730
    237.055420     13.788611     6.000
    237.236664     -3.818611     5.530
    238.236252    -65.152504     6.540
    237.008331     31.735834     6.440
    236.645004     55.474724     5.920
    237.184998     18.141666     4.090
    237.143326     28.156666     5.850
    237.404999     -3.430278     3.530
    237.881256    -47.060555     6.010
    237.739578    -33.627220     3.950
    238.345001    -62.606941     6.190
    237.744583    -25.751389     4.640
    236.666672     62.599442     5.190
    236.908340     55.376663     5.860
    237.572922      2.196389     5.230
    237.398743     26.068335     4.630
    238.214584    -50.615276     6.600
    238.873337    -68.603050     5.090
    237.704163      4.477778     3.710
    238.053329    -29.886667     6.400
    237.673752     15.133611     5.200
    237.815002     -3.090555     5.110
    237.910004    -14.133611     6.190
